"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 250","25 Feb 2021","6925.75","6972.7","6911.65","6967.30"
"NIFTY SMALLCAP 250","24 Feb 2021","6809.45","6866.75","6809.05","6855.80"
"NIFTY SMALLCAP 250","23 Feb 2021","6755.05","6790.6","6687.6","6769.10"
"NIFTY SMALLCAP 250","22 Feb 2021","6793.4","6815.3","6690.9","6709.55"
"NIFTY SMALLCAP 250","19 Feb 2021","6837.55","6894.25","6725","6775.65"
"NIFTY SMALLCAP 250","18 Feb 2021","6821.15","6868","6819.45","6832.25"
"NIFTY SMALLCAP 250","17 Feb 2021","6752.65","6802.5","6744.45","6773.90"
"NIFTY SMALLCAP 250","16 Feb 2021","6770.4","6789.6","6713.55","6748.15"
"NIFTY SMALLCAP 250","15 Feb 2021","6755.1","6771.4","6720.45","6732.80"
"NIFTY SMALLCAP 250","12 Feb 2021","6758.05","6772","6694.35","6713.80"
"NIFTY SMALLCAP 250","11 Feb 2021","6653.9","6730","6648.05","6723.30"
"NIFTY SMALLCAP 250","10 Feb 2021","6634.7","6659.4","6593.95","6631.20"
"NIFTY SMALLCAP 250","09 Feb 2021","6674.65","6678.9","6585.7","6604.00"
"NIFTY SMALLCAP 250","08 Feb 2021","6596.25","6649.2","6593.5","6633.10"
"NIFTY SMALLCAP 250","05 Feb 2021","6567.75","6588.05","6519.55","6533.75"
"NIFTY SMALLCAP 250","04 Feb 2021","6453.75","6537.45","6438.95","6518.15"
"NIFTY SMALLCAP 250","03 Feb 2021","6387.5","6443.8","6326.2","6429.75"
"NIFTY SMALLCAP 250","02 Feb 2021","6335.2","6390.05","6314.3","6339.95"
"NIFTY SMALLCAP 250","01 Feb 2021","6172.35","6268.7","6105.25","6262.40"
"NIFTY SMALLCAP 250","29 Jan 2021","6221.05","6245.1","6131.95","6139.65"
"NIFTY SMALLCAP 250","28 Jan 2021","6124.8","6194.5","6094.5","6160.05"
"NIFTY SMALLCAP 250","27 Jan 2021","6205.3","6217.05","6141.4","6186.15"
"NIFTY SMALLCAP 250","25 Jan 2021","6321","6347.75","6135.1","6199.70"
"NIFTY SMALLCAP 250","22 Jan 2021","6326.7","6360.35","6242.25","6262.70"
"NIFTY SMALLCAP 250","21 Jan 2021","6378.75","6396.75","6286.55","6306.45"
"NIFTY SMALLCAP 250","20 Jan 2021","6335.45","6363.35","6325.95","6333.55"
"NIFTY SMALLCAP 250","19 Jan 2021","6250.8","6313.1","6250.75","6307.75"
"NIFTY SMALLCAP 250","18 Jan 2021","6332.5","6338.15","6177.15","6203.90"
"NIFTY SMALLCAP 250","15 Jan 2021","6408.15","6425.25","6290.8","6320.55"
"NIFTY SMALLCAP 250","14 Jan 2021","6383.9","6395.45","6331.35","6388.40"
"NIFTY SMALLCAP 250","13 Jan 2021","6412.25","6432","6297.9","6360.45"
"NIFTY SMALLCAP 250","12 Jan 2021","6371.75","6395.35","6352","6377.40"
"NIFTY SMALLCAP 250","11 Jan 2021","6418.2","6426.2","6332.85","6359.15"
"NIFTY SMALLCAP 250","08 Jan 2021","6378.3","6396.55","6352.75","6364.05"
"NIFTY SMALLCAP 250","07 Jan 2021","6307.5","6343.6","6306.45","6319.45"
"NIFTY SMALLCAP 250","06 Jan 2021","6299.7","6326.7","6192.6","6248.70"
"NIFTY SMALLCAP 250","05 Jan 2021","6202.1","6269.55","6165.25","6264.50"
"NIFTY SMALLCAP 250","04 Jan 2021","6196.6","6230.8","6142.8","6226.50"
"NIFTY SMALLCAP 250","01 Jan 2021","6098.75","6154","6097","6146.15"
"NIFTY SMALLCAP 250","31 Dec 2020","6078.2","6100.6","6062.25","6076.20"
"NIFTY SMALLCAP 250","30 Dec 2020","6050.25","6065.95","5984.9","6062.65"
"NIFTY SMALLCAP 250","29 Dec 2020","6070.65","6081.85","5984.7","6027.05"
"NIFTY SMALLCAP 250","28 Dec 2020","5978.95","6032.05","5977.75","6027.05"
"NIFTY SMALLCAP 250","24 Dec 2020","5930.35","5959.65","5898","5926.55"
"NIFTY SMALLCAP 250","23 Dec 2020","5758.55","5883.95","5756.45","5881.80"
"NIFTY SMALLCAP 250","22 Dec 2020","5638.9","5738.3","5455.2","5718.90"
"NIFTY SMALLCAP 250","21 Dec 2020","5962.5","5985.95","5560.3","5665.45"
"NIFTY SMALLCAP 250","18 Dec 2020","6003.7","6008.7","5890.9","5957.85"
"NIFTY SMALLCAP 250","17 Dec 2020","6014.05","6034.15","5970.05","5980.00"
"NIFTY SMALLCAP 250","16 Dec 2020","5968.75","6001.4","5962.8","5981.80"
"NIFTY SMALLCAP 250","15 Dec 2020","5927.75","5935.35","5875.95","5925.10"
"NIFTY SMALLCAP 250","14 Dec 2020","5912.9","5932.4","5887.9","5912.60"
"NIFTY SMALLCAP 250","11 Dec 2020","5870.45","5908.35","5831.1","5865.25"
"NIFTY SMALLCAP 250","10 Dec 2020","5876.1","5876.25","5760.65","5835.55"
"NIFTY SMALLCAP 250","09 Dec 2020","5861.6","5886.4","5855.3","5872.95"
"NIFTY SMALLCAP 250","08 Dec 2020","5885.9","5897.35","5756.1","5828.60"
"NIFTY SMALLCAP 250","07 Dec 2020","5798.45","5854.45","5797.25","5844.00"
"NIFTY SMALLCAP 250","04 Dec 2020","5769.7","5783.4","5718.65","5764.90"
"NIFTY SMALLCAP 250","03 Dec 2020","5724.95","5741.1","5719.3","5736.05"
"NIFTY SMALLCAP 250","02 Dec 2020","5698.6","5702.95","5647.75","5686.30"
"NIFTY SMALLCAP 250","01 Dec 2020","5648.1","5683.1","5632","5669.50"
"NIFTY SMALLCAP 250","27 Nov 2020","5484.85","5616.55","5484.35","5604.30"
"NIFTY SMALLCAP 250","26 Nov 2020","5450.6","5468.35","5403.25","5466.05"
"NIFTY SMALLCAP 250","25 Nov 2020","5511.5","5520.6","5418.8","5424.20"
"NIFTY SMALLCAP 250","24 Nov 2020","5471.7","5482.05","5455.5","5475.85"
"NIFTY SMALLCAP 250","23 Nov 2020","5393.1","5439.25","5385","5427.40"
"NIFTY SMALLCAP 250","20 Nov 2020","5307.9","5351.55","5296.2","5338.35"
"NIFTY SMALLCAP 250","19 Nov 2020","5270.1","5353.55","5258.55","5281.95"
"NIFTY SMALLCAP 250","18 Nov 2020","5257.9","5288.1","5249.8","5282.45"
"NIFTY SMALLCAP 250","17 Nov 2020","5251.2","5256.3","5214.7","5251.85"
"NIFTY SMALLCAP 250","14 Nov 2020","5225.5","5236.55","5219.1","5225.70"
"NIFTY SMALLCAP 250","13 Nov 2020","5135.4","5184.6","5126.9","5178.20"
"NIFTY SMALLCAP 250","12 Nov 2020","5084.25","5135.8","5075.05","5129.85"
"NIFTY SMALLCAP 250","11 Nov 2020","5055.7","5084.6","5029.8","5070.95"
"NIFTY SMALLCAP 250","10 Nov 2020","5088.35","5091.9","5033.25","5043.05"
"NIFTY SMALLCAP 250","09 Nov 2020","5077.85","5084.4","5042.75","5052.25"
"NIFTY SMALLCAP 250","06 Nov 2020","5032.3","5062.95","5027.05","5031.55"
"NIFTY SMALLCAP 250","05 Nov 2020","4972","5009.8","4970.65","5006.85"
"NIFTY SMALLCAP 250","04 Nov 2020","4938.75","4959.65","4908.45","4926.15"
"NIFTY SMALLCAP 250","03 Nov 2020","4939.15","4958.5","4917.85","4925.10"
"NIFTY SMALLCAP 250","02 Nov 2020","4976.7","4990.4","4906.25","4912.75"
"NIFTY SMALLCAP 250","30 Oct 2020","4995.25","5031.55","4948.65","4976.70"
"NIFTY SMALLCAP 250","29 Oct 2020","4977.45","4992.8","4940.85","4975.45"
"NIFTY SMALLCAP 250","28 Oct 2020","5066.6","5080.1","5012.55","5017.10"
"NIFTY SMALLCAP 250","27 Oct 2020","5052.4","5066.65","5000.25","5058.85"
"NIFTY SMALLCAP 250","26 Oct 2020","5125.35","5129.3","5038.25","5048.95"
"NIFTY SMALLCAP 250","23 Oct 2020","5097.55","5112.15","5094","5103.95"
"NIFTY SMALLCAP 250","22 Oct 2020","5031.05","5076.85","5022.85","5068.15"
"NIFTY SMALLCAP 250","21 Oct 2020","5058.85","5072.2","4979.15","5029.15"
"NIFTY SMALLCAP 250","20 Oct 2020","5014.45","5032.95","4999.45","5029.25"
"NIFTY SMALLCAP 250","19 Oct 2020","5025.95","5030.85","5010.7","5016.35"
"NIFTY SMALLCAP 250","16 Oct 2020","4949.25","4996.7","4900.6","4987.90"
"NIFTY SMALLCAP 250","15 Oct 2020","5020.7","5030.55","4914.4","4922.20"
"NIFTY SMALLCAP 250","14 Oct 2020","4999.55","5009.95","4963.75","5000.40"
"NIFTY SMALLCAP 250","13 Oct 2020","5004.95","5014.7","4987.45","4996.60"
"NIFTY SMALLCAP 250","12 Oct 2020","5056.5","5061.4","4983.75","5003.15"
"NIFTY SMALLCAP 250","09 Oct 2020","5066.8","5075.35","5033.35","5037.45"
"NIFTY SMALLCAP 250","08 Oct 2020","5101.45","5109.8","5051.35","5053.40"
"NIFTY SMALLCAP 250","07 Oct 2020","5110.5","5113.95","5063.15","5068.40"
"NIFTY SMALLCAP 250","06 Oct 2020","5101.7","5111.05","5081.05","5092.35"
"NIFTY SMALLCAP 250","05 Oct 2020","5066.9","5078.85","5041.3","5065.25"
"NIFTY SMALLCAP 250","01 Oct 2020","5057.85","5070.1","5031.45","5039.55"
"NIFTY SMALLCAP 250","30 Sep 2020","5028.75","5030.35","4990.15","5000.70"
"NIFTY SMALLCAP 250","29 Sep 2020","5061.05","5069.95","4978.95","5004.75"
"NIFTY SMALLCAP 250","28 Sep 2020","4934.4","5023.1","4932.95","5016.95"
"NIFTY SMALLCAP 250","25 Sep 2020","4803.8","4876.05","4788.05","4873.90"
"NIFTY SMALLCAP 250","24 Sep 2020","4797.25","4808.45","4741.15","4751.65"
"NIFTY SMALLCAP 250","23 Sep 2020","4914.1","4962","4813.2","4865.80"
"NIFTY SMALLCAP 250","22 Sep 2020","4952.9","4958.65","4722.3","4865.50"
"NIFTY SMALLCAP 250","21 Sep 2020","5172.45","5187","4946.05","4956.80"
"NIFTY SMALLCAP 250","18 Sep 2020","5195.05","5208.3","5140.95","5151.50"
"NIFTY SMALLCAP 250","17 Sep 2020","5175.9","5200.25","5152.3","5163.35"
"NIFTY SMALLCAP 250","16 Sep 2020","5202.75","5208.15","5168.7","5193.10"
"NIFTY SMALLCAP 250","15 Sep 2020","5158.4","5179.55","5128.85","5174.05"
"NIFTY SMALLCAP 250","14 Sep 2020","4934.85","5117.65","4934.5","5107.90"
"NIFTY SMALLCAP 250","11 Sep 2020","4869.35","4880.25","4849.4","4861.20"
"NIFTY SMALLCAP 250","10 Sep 2020","4830.3","4883.05","4830.25","4852.20"
"NIFTY SMALLCAP 250","09 Sep 2020","4810.95","4813.15","4727.7","4787.70"
"NIFTY SMALLCAP 250","08 Sep 2020","4916.2","4932.05","4838.75","4856.10"
"NIFTY SMALLCAP 250","07 Sep 2020","4919.05","4940.35","4866.4","4901.70"
"NIFTY SMALLCAP 250","04 Sep 2020","4862","4938.5","4840.35","4896.15"
"NIFTY SMALLCAP 250","03 Sep 2020","4943.75","4983.4","4943.45","4949.10"
"NIFTY SMALLCAP 250","02 Sep 2020","4867","4924.6","4856.75","4918.65"
"NIFTY SMALLCAP 250","01 Sep 2020","4828.4","4873.2","4782.65","4843.50"
"NIFTY SMALLCAP 250","31 Aug 2020","5103.9","5106.7","4800.7","4833.80"
"NIFTY SMALLCAP 250","28 Aug 2020","5103.7","5113.65","5055.55","5061.35"
"NIFTY SMALLCAP 250","27 Aug 2020","5097.9","5105.85","5065.75","5072.05"
"NIFTY SMALLCAP 250","26 Aug 2020","5043.45","5067.9","5030.3","5059.35"
"NIFTY SMALLCAP 250","25 Aug 2020","5037.55","5043.4","4976.6","5009.30"
"NIFTY SMALLCAP 250","24 Aug 2020","4965.05","5006.65","4961.4","4990.55"
"NIFTY SMALLCAP 250","21 Aug 2020","4888.8","4933.3","4888.5","4915.95"
"NIFTY SMALLCAP 250","20 Aug 2020","4799.3","4865","4784.7","4844.80"
"NIFTY SMALLCAP 250","19 Aug 2020","4794.3","4834.3","4793.05","4821.15"
"NIFTY SMALLCAP 250","18 Aug 2020","4725.05","4765.85","4718.75","4758.75"
"NIFTY SMALLCAP 250","17 Aug 2020","4702.25","4704.95","4644","4697.75"
"NIFTY SMALLCAP 250","14 Aug 2020","4716.15","4724.5","4614.5","4650.85"
"NIFTY SMALLCAP 250","13 Aug 2020","4676.55","4699.65","4675.05","4687.15"
"NIFTY SMALLCAP 250","12 Aug 2020","4626.55","4649.15","4606","4644.55"
"NIFTY SMALLCAP 250","11 Aug 2020","4654.15","4665.35","4624.7","4628.75"
"NIFTY SMALLCAP 250","10 Aug 2020","4579.4","4619.55","4577.2","4614.30"
"NIFTY SMALLCAP 250","07 Aug 2020","4519.05","4550","4515.25","4542.80"
"NIFTY SMALLCAP 250","06 Aug 2020","4498.7","4526.45","4492.1","4505.70"
"NIFTY SMALLCAP 250","05 Aug 2020","4463","4486.55","4454.2","4475.80"
"NIFTY SMALLCAP 250","04 Aug 2020","4402.9","4438.5","4390.55","4433.25"
"NIFTY SMALLCAP 250","03 Aug 2020","4331.45","4379.6","4325.95","4367.90"
"NIFTY SMALLCAP 250","31 Jul 2020","4302.35","4328.65","4276.9","4320.40"
"NIFTY SMALLCAP 250","30 Jul 2020","4330","4345.8","4278.6","4287.65"
"NIFTY SMALLCAP 250","29 Jul 2020","4331.7","4361.2","4308.9","4316.75"
"NIFTY SMALLCAP 250","28 Jul 2020","4288.2","4316.25","4284.35","4312.60"
"NIFTY SMALLCAP 250","27 Jul 2020","4328.55","4332.5","4256.9","4269.00"
"NIFTY SMALLCAP 250","24 Jul 2020","4305.7","4318","4274.85","4306.10"
"NIFTY SMALLCAP 250","23 Jul 2020","4298.6","4329.95","4296.95","4318.40"
"NIFTY SMALLCAP 250","22 Jul 2020","4317.3","4320","4264.1","4287.15"
"NIFTY SMALLCAP 250","21 Jul 2020","4313.45","4323.4","4291.8","4294.90"
"NIFTY SMALLCAP 250","20 Jul 2020","4269.5","4285.1","4261.35","4279.40"
"NIFTY SMALLCAP 250","17 Jul 2020","4204.15","4243.55","4202.25","4239.95"
"NIFTY SMALLCAP 250","16 Jul 2020","4202.85","4210.45","4143.7","4184.80"
"NIFTY SMALLCAP 250","15 Jul 2020","4221.2","4253.25","4178.4","4187.75"
"NIFTY SMALLCAP 250","14 Jul 2020","4238.65","4241.2","4155.25","4190.50"
"NIFTY SMALLCAP 250","13 Jul 2020","4278.1","4286.55","4230","4245.90"
"NIFTY SMALLCAP 250","10 Jul 2020","4254.15","4283.4","4226.95","4246.20"
"NIFTY SMALLCAP 250","09 Jul 2020","4248.25","4265.75","4244.75","4260.10"
"NIFTY SMALLCAP 250","08 Jul 2020","4260.85","4280.15","4217.55","4224.95"
"NIFTY SMALLCAP 250","07 Jul 2020","4227.85","4244.25","4200.6","4236.50"
"NIFTY SMALLCAP 250","06 Jul 2020","4176.2","4209.9","4171.25","4207.45"
"NIFTY SMALLCAP 250","03 Jul 2020","4155.9","4160.5","4126.5","4142.15"
"NIFTY SMALLCAP 250","02 Jul 2020","4128.45","4140.3","4119","4130.80"
"NIFTY SMALLCAP 250","01 Jul 2020","4078.7","4100","4058.75","4095.45"
"NIFTY SMALLCAP 250","30 Jun 2020","4124.8","4130.85","4056.05","4067.25"
"NIFTY SMALLCAP 250","29 Jun 2020","4151.65","4151.8","4076","4097.85"
"NIFTY SMALLCAP 250","26 Jun 2020","4166.3","4178.25","4141.3","4148.50"
"NIFTY SMALLCAP 250","25 Jun 2020","4082.85","4131.5","4064.55","4125.55"
"NIFTY SMALLCAP 250","24 Jun 2020","4217.15","4227.4","4105.8","4110.30"
"NIFTY SMALLCAP 250","23 Jun 2020","4151.45","4171.8","4112.8","4169.05"
"NIFTY SMALLCAP 250","22 Jun 2020","4078.5","4111.05","4071.25","4105.40"
"NIFTY SMALLCAP 250","19 Jun 2020","3998.85","4030.65","3988.8","4026.80"
"NIFTY SMALLCAP 250","18 Jun 2020","3918.4","3962.55","3917.4","3959.90"
"NIFTY SMALLCAP 250","17 Jun 2020","3882.35","3919.85","3873.1","3904.80"
"NIFTY SMALLCAP 250","16 Jun 2020","3949.15","3957.8","3821.5","3881.70"
"NIFTY SMALLCAP 250","15 Jun 2020","3899.7","3922.2","3863.85","3884.65"
"NIFTY SMALLCAP 250","12 Jun 2020","3720.55","3874.9","3720.5","3871.30"
"NIFTY SMALLCAP 250","11 Jun 2020","3934.3","3955.25","3870.35","3876.85"
"NIFTY SMALLCAP 250","10 Jun 2020","3906.85","3926.1","3882.1","3920.90"
"NIFTY SMALLCAP 250","09 Jun 2020","3966.8","3971.8","3870.25","3888.85"
"NIFTY SMALLCAP 250","08 Jun 2020","3974.1","3987.15","3920.35","3931.30"
"NIFTY SMALLCAP 250","05 Jun 2020","3825","3893","3823.7","3887.70"
"NIFTY SMALLCAP 250","04 Jun 2020","3809.8","3824.35","3751.9","3781.40"
"NIFTY SMALLCAP 250","03 Jun 2020","3795.95","3822.3","3769.85","3781.45"
"NIFTY SMALLCAP 250","02 Jun 2020","3694","3736.95","3681.05","3733.15"
"NIFTY SMALLCAP 250","01 Jun 2020","3601.65","3666.7","3600.1","3651.95"
"NIFTY SMALLCAP 250","29 May 2020","3503.05","3555.55","3494.95","3538.75"
"NIFTY SMALLCAP 250","28 May 2020","3464.65","3501.65","3464.5","3498.40"
"NIFTY SMALLCAP 250","27 May 2020","3442.15","3446.45","3408.6","3440.75"
"NIFTY SMALLCAP 250","26 May 2020","3429.95","3436.1","3406.75","3422.70"
"NIFTY SMALLCAP 250","22 May 2020","3421.6","3439.4","3386.5","3402.05"
"NIFTY SMALLCAP 250","21 May 2020","3407.1","3440.3","3407.1","3416.35"
"NIFTY SMALLCAP 250","20 May 2020","3357.6","3396.75","3356.45","3394.00"
"NIFTY SMALLCAP 250","19 May 2020","3384.75","3391.45","3349","3352.50"
"NIFTY SMALLCAP 250","18 May 2020","3478.05","3481.65","3345.45","3352.50"
"NIFTY SMALLCAP 250","15 May 2020","3478.45","3480.65","3449.85","3461.15"
"NIFTY SMALLCAP 250","14 May 2020","3474.95","3494.5","3451.15","3458.80"
"NIFTY SMALLCAP 250","13 May 2020","3542.7","3542.7","3462.8","3490.80"
"NIFTY SMALLCAP 250","12 May 2020","3436.2","3442.1","3375.4","3412.60"
"NIFTY SMALLCAP 250","11 May 2020","3492.4","3499.6","3439.3","3440.30"
"NIFTY SMALLCAP 250","08 May 2020","3517.05","3528.2","3451.3","3453.40"
"NIFTY SMALLCAP 250","07 May 2020","3476.7","3503.2","3472.45","3479.50"
"NIFTY SMALLCAP 250","06 May 2020","3481.55","3489.4","3437.05","3472.65"
"NIFTY SMALLCAP 250","05 May 2020","3536.55","3558.85","3457.2","3459.05"
"NIFTY SMALLCAP 250","04 May 2020","3544.85","3548.5","3487.5","3502.00"
"NIFTY SMALLCAP 250","30 Apr 2020","3649.9","3664.5","3609.95","3615.75"
"NIFTY SMALLCAP 250","29 Apr 2020","3589.3","3602.55","3572.85","3590.55"
"NIFTY SMALLCAP 250","28 Apr 2020","3580.4","3585.65","3524.95","3558.70"
"NIFTY SMALLCAP 250","27 Apr 2020","3552.45","3566.3","3531.85","3533.00"
"NIFTY SMALLCAP 250","24 Apr 2020","3555.9","3556.1","3499.2","3504.30"
"NIFTY SMALLCAP 250","23 Apr 2020","3562.1","3592.55","3553.85","3570.75"
"NIFTY SMALLCAP 250","22 Apr 2020","3509.3","3530.05","3462.65","3523.50"
"NIFTY SMALLCAP 250","21 Apr 2020","3584.85","3588.95","3492.5","3506.75"
"NIFTY SMALLCAP 250","20 Apr 2020","3676","3676","3628.65","3633.45"
"NIFTY SMALLCAP 250","17 Apr 2020","3613.35","3617.75","3564.55","3609.65"
"NIFTY SMALLCAP 250","16 Apr 2020","3450.65","3515.4","3439.75","3504.25"
"NIFTY SMALLCAP 250","15 Apr 2020","3453.2","3511.7","3411.85","3434.65"
"NIFTY SMALLCAP 250","13 Apr 2020","3461.4","3463.25","3336.2","3398.40"
"NIFTY SMALLCAP 250","09 Apr 2020","3382.5","3414.9","3378.45","3412.70"
"NIFTY SMALLCAP 250","08 Apr 2020","3268.5","3369.55","3252.35","3299.60"
"NIFTY SMALLCAP 250","07 Apr 2020","3243.9","3255","3208.65","3244.50"
"NIFTY SMALLCAP 250","03 Apr 2020","3199.65","3201.95","3128.25","3135.40"
"NIFTY SMALLCAP 250","01 Apr 2020","3223.1","3224.85","3153.45","3170.30"
"NIFTY SMALLCAP 250","31 Mar 2020","3175.75","3209.5","3142.6","3201.60"
"NIFTY SMALLCAP 250","30 Mar 2020","3124","3145.8","3064.6","3101.10"
"NIFTY SMALLCAP 250","27 Mar 2020","3247.5","3301.05","3157.4","3174.85"
"NIFTY SMALLCAP 250","26 Mar 2020","3082.95","3215.55","3063.25","3147.20"
"NIFTY SMALLCAP 250","25 Mar 2020","2920.15","3049.8","2913.45","3041.55"
"NIFTY SMALLCAP 250","24 Mar 2020","3068.05","3106.25","2867.4","2967.45"
"NIFTY SMALLCAP 250","23 Mar 2020","3126","3186.3","2993.8","2996.40"
"NIFTY SMALLCAP 250","20 Mar 2020","3362.2","3475.05","3327.05","3421.00"
"NIFTY SMALLCAP 250","19 Mar 2020","3365.1","3415.85","3244.55","3345.90"
"NIFTY SMALLCAP 250","18 Mar 2020","3795.6","3826.7","3513.9","3531.15"
"NIFTY SMALLCAP 250","17 Mar 2020","3836.15","3877.85","3753.8","3760.20"
"NIFTY SMALLCAP 250","16 Mar 2020","3923.4","3936.75","3835.35","3849.90"
"NIFTY SMALLCAP 250","13 Mar 2020","3667.1","4093.65","3471.5","4070.90"
"NIFTY SMALLCAP 250","12 Mar 2020","4228.4","4245.95","4001.95","4043.40"
"NIFTY SMALLCAP 250","11 Mar 2020","4428.3","4512.75","4417.45","4436.10"
"NIFTY SMALLCAP 250","09 Mar 2020","4563.7","4571.8","4405.25","4448.45"
"NIFTY SMALLCAP 250","06 Mar 2020","4598.5","4672.25","4568.4","4665.95"
"NIFTY SMALLCAP 250","05 Mar 2020","4782.2","4806.9","4742.75","4775.95"
"NIFTY SMALLCAP 250","04 Mar 2020","4852.55","4862.8","4687.85","4754.95"
"NIFTY SMALLCAP 250","03 Mar 2020","4825.65","4859.55","4765.5","4830.20"
"NIFTY SMALLCAP 250","02 Mar 2020","4901.55","4949.15","4746.25","4774.90"
"NIFTY SMALLCAP 250","28 Feb 2020","4902.7","4908.35","4816.15","4831.05"
"NIFTY SMALLCAP 250","27 Feb 2020","5068.45","5074.5","4966.75","5022.55"
"NIFTY SMALLCAP 250","26 Feb 2020","5083.6","5113.9","5058.25","5072.25"
"NIFTY SMALLCAP 250","25 Feb 2020","5136.9","5160.3","5087.85","5102.35"
"NIFTY SMALLCAP 250","24 Feb 2020","5179.25","5196.7","5112.2","5116.25"
"NIFTY SMALLCAP 250","20 Feb 2020","5192.6","5231.15","5185.1","5203.65"
"NIFTY SMALLCAP 250","19 Feb 2020","5138.55","5189.6","5138.4","5183.20"
"NIFTY SMALLCAP 250","18 Feb 2020","5135.15","5138.2","5049.7","5113.80"
"NIFTY SMALLCAP 250","17 Feb 2020","5210.5","5215.3","5135.55","5139.90"
"NIFTY SMALLCAP 250","14 Feb 2020","5225.95","5241.15","5191.75","5197.65"
"NIFTY SMALLCAP 250","13 Feb 2020","5230.95","5233.15","5205.25","5210.90"
"NIFTY SMALLCAP 250","12 Feb 2020","5249.35","5249.75","5206.75","5217.50"
"NIFTY SMALLCAP 250","11 Feb 2020","5256.85","5267.4","5221.75","5228.40"
"NIFTY SMALLCAP 250","10 Feb 2020","5274.3","5278.7","5219.7","5224.55"
"NIFTY SMALLCAP 250","07 Feb 2020","5260.95","5264.9","5242.95","5259.25"
"NIFTY SMALLCAP 250","06 Feb 2020","5216.6","5249.35","5215.95","5239.75"
"NIFTY SMALLCAP 250","05 Feb 2020","5171.7","5211.9","5169.7","5198.40"
"NIFTY SMALLCAP 250","04 Feb 2020","5098","5159.65","5096.55","5157.95"
"NIFTY SMALLCAP 250","03 Feb 2020","5045.05","5088.35","5015.4","5066.05"
"NIFTY SMALLCAP 250","01 Feb 2020","5196.75","5240.85","5058.95","5069.95"
"NIFTY SMALLCAP 250","31 Jan 2020","5228.65","5236.9","5190","5200.75"
"NIFTY SMALLCAP 250","30 Jan 2020","5272.75","5275.05","5194.15","5203.95"
"NIFTY SMALLCAP 250","29 Jan 2020","5292.55","5305.8","5261.75","5266.55"
"NIFTY SMALLCAP 250","28 Jan 2020","5297.8","5314.65","5245.5","5263.95"
"NIFTY SMALLCAP 250","27 Jan 2020","5270.75","5310.4","5262.45","5276.10"
"NIFTY SMALLCAP 250","24 Jan 2020","5261.9","5286.2","5242.95","5280.00"
"NIFTY SMALLCAP 250","23 Jan 2020","5229.95","5254.85","5224.5","5252.25"
"NIFTY SMALLCAP 250","22 Jan 2020","5258.05","5266.95","5212.45","5218.75"
"NIFTY SMALLCAP 250","21 Jan 2020","5216.7","5247.15","5204.3","5226.30"
"NIFTY SMALLCAP 250","20 Jan 2020","5285.8","5289.1","5221.3","5226.30"
"NIFTY SMALLCAP 250","17 Jan 2020","5250.15","5260.3","5236.25","5253.75"
"NIFTY SMALLCAP 250","16 Jan 2020","5215.25","5242.3","5214.35","5233.95"
"NIFTY SMALLCAP 250","15 Jan 2020","5149.55","5200.85","5136.5","5195.90"
"NIFTY SMALLCAP 250","14 Jan 2020","5133.6","5153.55","5127.55","5147.55"
"NIFTY SMALLCAP 250","13 Jan 2020","5090.35","5122.75","5089.05","5119.65"
"NIFTY SMALLCAP 250","10 Jan 2020","5062.85","5096.85","5052.3","5071.20"
"NIFTY SMALLCAP 250","09 Jan 2020","5003.9","5040.65","5003.65","5037.25"
"NIFTY SMALLCAP 250","08 Jan 2020","4889.8","4949.95","4883.6","4945.65"
"NIFTY SMALLCAP 250","07 Jan 2020","4925.75","4974.75","4925.35","4946.35"
"NIFTY SMALLCAP 250","06 Jan 2020","4964.9","4966.9","4876.7","4887.90"
"NIFTY SMALLCAP 250","03 Jan 2020","4980.45","5002","4969.85","4983.10"
"NIFTY SMALLCAP 250","02 Jan 2020","4910.85","4975","4908.65","4971.55"
"NIFTY SMALLCAP 250","01 Jan 2020","4870.3","4896.5","4869.65","4892.70"
"NIFTY SMALLCAP 250","31 Dec 2019","4845.1","4861.9","4835.45","4857.40"
"NIFTY SMALLCAP 250","30 Dec 2019","4812.9","4837.05","4812.15","4834.30"
"NIFTY SMALLCAP 250","27 Dec 2019","4774.15","4799.15","4771.25","4795.30"
"NIFTY SMALLCAP 250","26 Dec 2019","4758.3","4768.15","4749.2","4756.15"
"NIFTY SMALLCAP 250","24 Dec 2019","4752.7","4758.45","4737.4","4743.40"
"NIFTY SMALLCAP 250","23 Dec 2019","4738.45","4750.75","4733.1","4741.45"
"NIFTY SMALLCAP 250","20 Dec 2019","4745.7","4757.5","4736.9","4741.10"
"NIFTY SMALLCAP 250","19 Dec 2019","4740.55","4744.9","4728.55","4737.85"
"NIFTY SMALLCAP 250","18 Dec 2019","4745.75","4756.3","4727.75","4738.05"
"NIFTY SMALLCAP 250","17 Dec 2019","4719.7","4738.8","4713.9","4736.85"
"NIFTY SMALLCAP 250","16 Dec 2019","4722.65","4725.25","4700","4704.15"
"NIFTY SMALLCAP 250","13 Dec 2019","4684.3","4709.75","4683.75","4707.25"
"NIFTY SMALLCAP 250","12 Dec 2019","4656.2","4672.4","4647.3","4668.20"
"NIFTY SMALLCAP 250","11 Dec 2019","4663.05","4668.3","4625.6","4642.90"
"NIFTY SMALLCAP 250","10 Dec 2019","4703","4705.05","4646.9","4655.95"
